sequence,condition,reference_image,test_image,pair,reference_keypoints,test_keypoints,raw_ratio_matches,match_count,correct_matches,visible_reference,precision,recall,mean_error,mma_score,mma_at_3,mma_at_1,mma_at_2,mma_at_3,mma_at_5,mma_at_8,mma_at_10,reference_extract_s,test_extract_s,match_s,pair_total_s
i_fog,illumination,1,3,1->3,500,458,6,6,5,500,0.8333333333333334,0.01,27.4183294131726,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.005666399956680834,0.004435800015926361,0.0021374999778345227,0.012239699950441718
i_fog,illumination,1,4,1->4,500,426,6,6,5,500,0.8333333333333334,0.01,27.54103551514603,0.75,0.8333333333333334,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.005666399956680834,0.004338799975812435,0.0019362999591976404,0.01194149989169091
i_fog,illumination,1,5,1->5,500,384,6,5,3,500,0.6,0.006,40.91188667160816,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.005666399956680834,0.0038468000711873174,0.001886799931526184,0.011399999959394336
i_fog,illumination,1,6,1->6,500,367,8,6,2,500,0.3333333333333333,0.004,107.48300459387822,0.3055555555555555,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.005666399956680834,0.0036265000235289335,0.0018857000395655632,0.011178600019775331
i_fruits,illumination,1,2,1->2,500,500,339,325,318,500,0.9784615384615385,0.636,2.4367816675095857,0.9733333333333333,0.9784615384615385,0.9384615384615385,0.9692307692307692,0.9784615384615385,0.9846153846153847,0.9846153846153847,0.9846153846153847,0.004008499905467033,0.006225400022231042,0.0028114999877288938,0.01304539991542697
i_fruits,illumination,1,3,1->3,500,498,241,218,209,500,0.9587155963302753,0.418,4.374687147066662,0.9380733944954129,0.9587155963302753,0.8715596330275229,0.9220183486238532,0.9587155963302753,0.9587155963302753,0.9587155963302753,0.9587155963302753,0.004008499905467033,0.004103900049813092,0.0025673999916762114,0.010679799946956336
i_fruits,illumination,1,4,1->4,500,500,214,199,192,500,0.964824120603015,0.384,3.64654772856313,0.9438860971524287,0.964824120603015,0.8592964824120602,0.9447236180904522,0.964824120603015,0.964824120603015,0.964824120603015,0.964824120603015,0.004008499905467033,0.0040849000215530396,0.002533599967136979,0.010626999894157052
i_fruits,illumination,1,5,1->5,500,500,155,141,132,500,0.9361702127659575,0.264,3.8084948526310716,0.8983451536643027,0.9361702127659575,0.7730496453900709,0.8723404255319149,0.9361702127659575,0.9361702127659575,0.9361702127659575,0.9361702127659575,0.004008499905467033,0.003926899982616305,0.002738800016231835,0.010674199904315174
i_fruits,illumination,1,6,1->6,500,500,212,193,182,500,0.9430051813471503,0.364,5.20459786528692,0.9179620034542313,0.9430051813471503,0.8290155440414507,0.9067357512953368,0.9430051813471503,0.9430051813471503,0.9430051813471503,0.9430051813471503,0.004008499905467033,0.004241099930368364,0.002465900033712387,0.010715499869547784
i_gonnenberg,illumination,1,2,1->2,500,500,246,227,224,500,0.986784140969163,0.448,0.3391568075811399,0.9625550660792951,0.986784140969163,0.8590308370044053,0.9383259911894273,0.986784140969163,0.9955947136563876,0.9955947136563876,1.0,0.005489100003615022,0.005938800051808357,0.0024896999821066856,0.013917600037530065
i_gonnenberg,illumination,1,3,1->3,500,500,230,212,211,500,0.9952830188679245,0.422,0.30331181178352723,0.9669811320754716,0.9952830188679245,0.8632075471698113,0.9433962264150944,0.9952830188679245,1.0,1.0,1.0,0.005489100003615022,0.005568800028413534,0.002634800039231777,0.013692700071260333
i_gonnenberg,illumination,1,4,1->4,500,500,173,152,146,500,0.9605263157894737,0.292,0.5792454432604578,0.9364035087719298,0.9605263157894737,0.7828947368421053,0.8947368421052632,0.9605263157894737,0.9802631578947368,1.0,1.0,0.005489100003615022,0.005962399998679757,0.0025158999487757683,0.013967399951070547
i_gonnenberg,illumination,1,5,1->5,500,500,230,213,209,500,0.9812206572769953,0.418,0.3476337059326943,0.9624413145539906,0.9812206572769953,0.8497652582159625,0.9483568075117371,0.9812206572769953,0.9953051643192489,1.0,1.0,0.005489100003615022,0.005168200004845858,0.002574399928562343,0.013231699937023222
i_gonnenberg,illumination,1,6,1->6,500,500,250,234,232,500,0.9914529914529915,0.464,0.5946698920053847,0.965099715099715,0.9914529914529915,0.8675213675213675,0.9487179487179487,0.9914529914529915,0.9914529914529915,0.9957264957264957,0.9957264957264957,0.005489100003615022,0.005480999941937625,0.002422700054012239,0.013392799999564886
i_greenhouse,illumination,1,2,1->2,500,500,26,25,18,500,0.72,0.036,40.375334922938855,0.7133333333333333,0.72,0.56,0.72,0.72,0.72,0.76,0.8,0.010248700040392578,0.0070189000107347965,0.002320599975064397,0.01958820002619177
i_greenhouse,illumination,1,3,1->3,500,500,43,41,30,500,0.7317073170731707,0.06,10.768180373296438,0.7723577235772358,0.7317073170731707,0.5365853658536586,0.7073170731707317,0.7317073170731707,0.8536585365853658,0.8780487804878049,0.926829268292683,0.010248700040392578,0.008035399951040745,0.002377999946475029,0.02066209993790835
i_greenhouse,illumination,1,4,1->4,500,500,21,20,17,500,0.85,0.034,11.495989327572845,0.725,0.85,0.35,0.6,0.85,0.85,0.85,0.85,0.010248700040392578,0.008208899991586804,0.0024012000067159534,0.020858800038695335
i_greenhouse,illumination,1,5,1->5,500,500,18,17,10,500,0.5882352941176471,0.02,49.36231935417293,0.5000000000000001,0.5882352941176471,0.17647058823529413,0.47058823529411764,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.010248700040392578,0.008268499979749322,0.002493700012564659,0.02101090003270656
i_greenhouse,illumination,1,6,1->6,500,500,7,7,4,500,0.5714285714285714,0.008,69.28356909802912,0.5952380952380952,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.010248700040392578,0.008260999922640622,0.002303200075402856,0.020812900038436055
i_greentea,illumination,1,2,1->2,500,500,157,141,140,500,0.9929078014184397,0.28,2.362564248754396,0.9810874704491725,0.9929078014184397,0.9432624113475178,0.9716312056737588,0.9929078014184397,0.9929078014184397,0.9929078014184397,0.9929078014184397,0.007280699908733368,0.010823299991898239,0.0027556000277400017,0.020859599928371608
i_greentea,illumination,1,3,1->3,500,500,178,163,162,500,0.9938650306748467,0.324,1.3877215526265327,0.9887525562372188,0.9938650306748467,0.9693251533742331,0.9877300613496932,0.9938650306748467,0.9938650306748467,0.9938650306748467,0.9938650306748467,0.007280699908733368,0.008032600046135485,0.002624599961563945,0.017937899916432798
i_greentea,illumination,1,4,1->4,500,500,180,166,165,500,0.9939759036144579,0.33,0.10879510112411556,0.9859437751004015,0.9939759036144579,0.9518072289156626,0.9698795180722891,0.9939759036144579,1.0,1.0,1.0,0.007280699908733368,0.008055900107137859,0.002808299963362515,0.018144899979233742
i_greentea,illumination,1,5,1->5,500,500,115,103,97,500,0.941747572815534,0.194,10.485435892356952,0.9271844660194174,0.941747572815534,0.883495145631068,0.912621359223301,0.941747572815534,0.941747572815534,0.941747572815534,0.941747572815534,0.007280699908733368,0.007177399937063456,0.0024624000070616603,0.016920499852858484
i_greentea,illumination,1,6,1->6,500,500,30,25,23,500,0.92,0.046,16.1304538417349,0.9066666666666667,0.92,0.84,0.92,0.92,0.92,0.92,0.92,0.007280699908733368,0.006547499913722277,0.006475900067016482,0.020304099889472127
i_indiana,illumination,1,2,1->2,500,500,62,52,49,500,0.9423076923076923,0.098,11.521572323755208,0.8878205128205129,0.9423076923076923,0.6923076923076923,0.8653846153846154,0.9423076923076923,0.9423076923076923,0.9423076923076923,0.9423076923076923,0.012709800037555397,0.014875499997287989,0.002378700068220496,0.02996400010306388
i_indiana,illumination,1,3,1->3,500,500,35,32,26,500,0.8125,0.052,23.6923686727716,0.7916666666666666,0.8125,0.5,0.75,0.8125,0.875,0.90625,0.90625,0.012709800037555397,0.016016899957321584,0.0023306000512093306,0.03105730004608631
i_indiana,illumination,1,4,1->4,500,500,11,9,7,500,0.7777777777777778,0.014,0.9603127164685392,0.8703703703703703,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.7777777777777778,1.0,1.0,1.0,0.012709800037555397,0.016116400016471744,0.002352599985897541,0.03117880003992468
i_indiana,illumination,1,5,1->5,500,500,2,2,2,500,1.0,0.004,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.012709800037555397,0.01627539994660765,0.002336299978196621,0.03132149996235967
i_indiana,illumination,1,6,1->6,500,500,5,3,2,500,0.6666666666666666,0.004,144.84748656919436,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.012709800037555397,0.016789900022558868,0.002258499967865646,0.03175820002797991
i_kions,illumination,1,2,1->2,500,500,17,13,4,500,0.3076923076923077,0.008,45.898302284686864,0.32051282051282054,0.3076923076923077,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.46153846153846156,0.005488099996000528,0.006063600070774555,0.0023892999161034822,0.013940999982878566
i_kions,illumination,1,3,1->3,500,500,32,22,16,500,0.7272727272727273,0.032,50.7921475878373,0.7196969696969697,0.7272727272727273,0.5909090909090909,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7727272727272727,0.7727272727272727,0.005488099996000528,0.006319399923086166,0.0025122000370174646,0.01431969995610416
i_kions,illumination,1,4,1->4,500,500,16,9,6,500,0.6666666666666666,0.012,52.27432625903279,0.5925925925925924,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.005488099996000528,0.004470299929380417,0.0023897000355646014,0.012348099960945547
i_kions,illumination,1,5,1->5,500,500,27,22,12,500,0.5454545454545454,0.024,77.62714850096852,0.4772727272727273,0.5454545454545454,0.2727272727272727,0.4090909090909091,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.005488099996000528,0.004293299978598952,0.0024989000521600246,0.012280300026759505
i_kions,illumination,1,6,1->6,500,500,24,23,14,500,0.6086956521739131,0.028,76.61932392175093,0.6014492753623188,0.6086956521739131,0.5652173913043478,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.005488099996000528,0.006844400078989565,0.002367399982176721,0.014699900057166815
i_ktirio,illumination,1,2,1->2,500,500,414,403,400,500,0.9925558312655087,0.8,0.24921458354669612,0.9900744416873448,0.9925558312655087,0.967741935483871,0.9875930521091811,0.9925558312655087,0.9975186104218362,0.9975186104218362,0.9975186104218362,0.0051364999962970614,0.005188999930396676,0.0027715000323951244,0.013096999959088862
i_ktirio,illumination,1,3,1->3,500,500,119,95,82,500,0.8631578947368421,0.164,13.671760345294036,0.8473684210526317,0.8631578947368421,0.6947368421052632,0.7894736842105263,0.8631578947368421,0.9052631578947369,0.9157894736842105,0.9157894736842105,0.0051364999962970614,0.005171499913558364,0.0024829000467434525,0.012790899956598878
i_ktirio,illumination,1,4,1->4,500,500,34,22,18,500,0.8181818181818182,0.036,15.058970330528831,0.8106060606060607,0.8181818181818182,0.7727272727272727,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.0051364999962970614,0.005389599944464862,0.002454700064845383,0.012980800005607307
i_ktirio,illumination,1,5,1->5,500,500,79,65,48,500,0.7384615384615385,0.096,17.34302965917823,0.7205128205128205,0.7384615384615385,0.5692307692307692,0.6615384615384615,0.7384615384615385,0.7692307692307693,0.7846153846153846,0.8,0.0051364999962970614,0.0050876999739557505,0.002522900002077222,0.012747099972330034
i_ktirio,illumination,1,6,1->6,500,500,18,11,2,500,0.18181818181818182,0.004,155.18373976128422,0.16666666666666666,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.0051364999962970614,0.005195399979129434,0.004423700040206313,0.014755600015632808
i_kurhaus,illumination,1,2,1->2,500,500,232,211,204,500,0.966824644549763,0.408,2.9414338603570633,0.9589257503949447,0.966824644549763,0.8767772511848341,0.9383886255924171,0.966824644549763,0.981042654028436,0.995260663507109,0.995260663507109,0.017196199973113835,0.016924700001254678,0.002495399909093976,0.03661629988346249
i_kurhaus,illumination,1,3,1->3,500,500,164,146,139,500,0.952054794520548,0.278,5.512152625445826,0.9417808219178082,0.952054794520548,0.863013698630137,0.9315068493150684,0.952054794520548,0.958904109589041,0.9726027397260274,0.9726027397260274,0.017196199973113835,0.01700999995227903,0.0024009000044316053,0.03660709992982447
i_kurhaus,illumination,1,4,1->4,500,500,141,126,119,500,0.9444444444444444,0.238,13.895745015624913,0.9193121693121694,0.9444444444444444,0.8095238095238095,0.9047619047619048,0.9444444444444444,0.9444444444444444,0.9523809523809523,0.9603174603174603,0.017196199973113835,0.017682199948467314,0.0025969999842345715,0.03747539990581572
i_kurhaus,illumination,1,5,1->5,500,500,101,93,88,500,0.946236559139785,0.176,8.648620815919106,0.9014336917562725,0.946236559139785,0.6774193548387096,0.8924731182795699,0.946236559139785,0.956989247311828,0.967741935483871,0.967741935483871,0.017196199973113835,0.017590599949471653,0.0025748000480234623,0.03736159997060895
i_kurhaus,illumination,1,6,1->6,500,500,87,77,74,500,0.961038961038961,0.148,1.431465541707067,0.9264069264069263,0.961038961038961,0.7532467532467533,0.8961038961038961,0.961038961038961,0.974025974025974,0.987012987012987,0.987012987012987,0.017196199973113835,0.017375300056301057,0.0023793999571353197,0.03695089998655021
i_leuven,illumination,1,2,1->2,500,500,302,277,266,500,0.9602888086642599,0.532,3.2254218315245433,0.8874849578820698,0.9602888086642599,0.5234657039711191,0.8916967509025271,0.9602888086642599,0.9783393501805054,0.9819494584837545,0.9891696750902527,0.006549400044605136,0.006674199947156012,0.002610399969853461,0.01583399996161461
i_leuven,illumination,1,3,1->3,500,500,223,201,190,500,0.945273631840796,0.38,1.3639289283060831,0.8648424543946932,0.945273631840796,0.4079601990049751,0.8507462686567164,0.945273631840796,0.9850746268656716,1.0,1.0,0.006549400044605136,0.007455100072547793,0.0025575999170541763,0.016562100034207106
i_leuven,illumination,1,4,1->4,500,500,92,78,67,500,0.8589743589743589,0.134,5.877051902362189,0.7457264957264957,0.8589743589743589,0.14102564102564102,0.6538461538461539,0.8589743589743589,0.8974358974358975,0.9615384615384616,0.9615384615384616,0.006549400044605136,0.007956299930810928,0.0024205000372603536,0.016926200012676418
i_leuven,illumination,1,5,1->5,500,500,26,19,13,500,0.6842105263157895,0.026,35.33490683289974,0.6842105263157894,0.6842105263157895,0.3157894736842105,0.631578947368421,0.6842105263157895,0.7894736842105263,0.8421052631578947,0.8421052631578947,0.006549400044605136,0.008092400035820901,0.002216799999587238,0.016858600080013275
i_leuven,illumination,1,6,1->6,500,500,7,6,0,500,0.0,0.0,382.41582042018973,0.08333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.006549400044605136,0.00804810004774481,0.002312400029040873,0.01690990012139082
i_lionday,illumination,1,2,1->2,500,500,36,26,20,500,0.7692307692307693,0.04,28.803058718913203,0.673076923076923,0.7692307692307693,0.23076923076923078,0.5,0.7692307692307693,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.004651000024750829,0.004276600084267557,0.0023328999523073435,0.011260500061325729
i_lionday,illumination,1,3,1->3,500,500,58,52,48,500,0.9230769230769231,0.096,1.408006122114828,0.8429487179487181,0.9230769230769231,0.4423076923076923,0.7692307692307693,0.9230769230769231,0.9615384615384616,0.9807692307692307,0.9807692307692307,0.004651000024750829,0.007195699959993362,0.002396599971689284,0.014243299956433475
i_lionday,illumination,1,4,1->4,500,500,5,4,4,500,1.0,0.008,1.940224982279481,0.75,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.004651000024750829,0.0042443000711500645,0.0022670000325888395,0.011162300128489733
i_lionday,illumination,1,5,1->5,500,500,18,13,12,500,0.9230769230769231,0.024,32.504031676309985,0.8076923076923078,0.9230769230769231,0.38461538461538464,0.7692307692307693,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.004651000024750829,0.004667400033213198,0.002219800022430718,0.011538200080394745
i_lionday,illumination,1,6,1->6,500,500,42,39,33,500,0.8461538461538461,0.066,6.6534172064746935,0.7393162393162394,0.8461538461538461,0.1794871794871795,0.5384615384615384,0.8461538461538461,0.9487179487179487,0.9487179487179487,0.9743589743589743,0.004651000024750829,0.0048056000377982855,0.002299899933859706,0.01175649999640882
i_lionnight,illumination,1,2,1->2,500,500,57,43,20,500,0.46511627906976744,0.04,30.690557353497297,0.4728682170542636,0.46511627906976744,0.27906976744186046,0.3488372093023256,0.46511627906976744,0.5813953488372093,0.5813953488372093,0.5813953488372093,0.007689199992455542,0.007720299996435642,0.0023536999942734838,0.017763199983164668
i_lionnight,illumination,1,3,1->3,500,500,47,38,13,500,0.34210526315789475,0.026,41.923681715479795,0.3333333333333333,0.34210526315789475,0.15789473684210525,0.23684210526315788,0.34210526315789475,0.39473684210526316,0.42105263157894735,0.4473684210526316,0.007689199992455542,0.006742400000803173,0.0022754999808967113,0.016707099974155426
i_lionnight,illumination,1,4,1->4,500,500,99,73,33,500,0.4520547945205479,0.066,26.47656084440151,0.4452054794520548,0.4520547945205479,0.2054794520547945,0.3287671232876712,0.4520547945205479,0.5616438356164384,0.5616438356164384,0.5616438356164384,0.007689199992455542,0.007352699991315603,0.0023749000392854214,0.017416800023056567
i_lionnight,illumination,1,5,1->5,500,500,94,74,29,500,0.3918918918918919,0.058,27.89988594191459,0.40540540540540543,0.3918918918918919,0.17567567567567569,0.3108108108108108,0.3918918918918919,0.5135135135135135,0.5135135135135135,0.527027027027027,0.007689199992455542,0.007319999975152314,0.0024126999778673053,0.01742189994547516
i_lionnight,illumination,1,6,1->6,500,500,74,56,24,500,0.42857142857142855,0.048,38.07816155801982,0.4583333333333333,0.42857142857142855,0.2857142857142857,0.3392857142857143,0.42857142857142855,0.5535714285714286,0.5714285714285714,0.5714285714285714,0.007689199992455542,0.007992399972863495,0.0026270999806001782,0.018308699945919216
i_londonbridge,illumination,1,2,1->2,500,500,214,196,52,500,0.2653061224489796,0.104,3.683566323826062,0.5374149659863946,0.2653061224489796,0.01020408163265306,0.030612244897959183,0.2653061224489796,0.9183673469387755,1.0,1.0,0.016703799949027598,0.017457200097851455,0.002587099908851087,0.03674809995573014
i_londonbridge,illumination,1,3,1->3,500,500,56,49,22,500,0.4489795918367347,0.044,3.2594748959613358,0.5816326530612245,0.4489795918367347,0.061224489795918366,0.12244897959183673,0.4489795918367347,0.8571428571428571,1.0,1.0,0.016703799949027598,0.019764200085774064,0.0024769000010564923,0.038944900035858154
i_londonbridge,illumination,1,4,1->4,500,500,47,39,9,500,0.23076923076923078,0.018,51.59423313250261,0.42735042735042733,0.23076923076923078,0.0,0.0,0.23076923076923078,0.5897435897435898,0.8717948717948718,0.8717948717948718,0.016703799949027598,0.018630399950779974,0.00240620004478842,0.03774039994459599
i_londonbridge,illumination,1,5,1->5,500,500,15,13,0,500,0.0,0.0,170.79792485217104,0.17948717948717952,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.6153846153846154,0.016703799949027598,0.014737699995748699,0.002270700060762465,0.03371220000553876
i_londonbridge,illumination,1,6,1->6,500,500,4,4,1,500,0.25,0.002,242.86023057265447,0.2916666666666667,0.25,0.0,0.0,0.25,0.5,0.5,0.5,0.016703799949027598,0.02025970001704991,0.0024244999513030052,0.03938799991738051
i_melon,illumination,1,2,1->2,500,500,237,214,202,500,0.9439252336448598,0.404,0.46785506960474194,0.9439252336448599,0.9439252336448598,0.8271028037383178,0.897196261682243,0.9439252336448598,0.9953271028037384,1.0,1.0,0.006336500053294003,0.0063189000356942415,0.002590700052678585,0.01524610014166683
i_melon,illumination,1,3,1->3,500,500,119,103,91,500,0.883495145631068,0.182,5.388450399497829,0.888349514563107,0.883495145631068,0.6990291262135923,0.7961165048543689,0.883495145631068,0.970873786407767,0.9902912621359223,0.9902912621359223,0.006336500053294003,0.006026500021107495,0.002588499919511378,0.014951499993912876
i_melon,illumination,1,4,1->4,500,500,36,26,20,500,0.7692307692307693,0.04,9.652133823954905,0.7564102564102565,0.7692307692307693,0.4230769230769231,0.6153846153846154,0.7692307692307693,0.8846153846153846,0.9230769230769231,0.9230769230769231,0.006336500053294003,0.005938899936154485,0.0024105000775307417,0.01468590006697923
i_melon,illumination,1,5,1->5,500,500,103,87,75,500,0.8620689655172413,0.15,0.8405362738719739,0.8984674329501915,0.8620689655172413,0.735632183908046,0.8275862068965517,0.8620689655172413,0.9655172413793104,1.0,1.0,0.006336500053294003,0.006880300003103912,0.0025035999715328217,0.015720400027930737
i_melon,illumination,1,6,1->6,500,500,72,68,62,500,0.9117647058823529,0.124,8.85295394225416,0.8995098039215687,0.9117647058823529,0.6911764705882353,0.8382352941176471,0.9117647058823529,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.006336500053294003,0.006648999988101423,0.0026802999200299382,0.015665799961425364
i_miniature,illumination,1,2,1->2,500,500,156,140,133,500,0.95,0.266,2.032132141250274,0.9440476190476191,0.95,0.8571428571428571,0.9214285714285714,0.95,0.9785714285714285,0.9785714285714285,0.9785714285714285,0.009113900014199317,0.00861120002809912,0.002849400043487549,0.020574500085785985
i_miniature,illumination,1,3,1->3,500,500,46,41,33,500,0.8048780487804879,0.066,20.07231914423971,0.8089430894308943,0.8048780487804879,0.7073170731707317,0.7804878048780488,0.8048780487804879,0.8536585365853658,0.8536585365853658,0.8536585365853658,0.009113900014199317,0.008130100090056658,0.0024809999158605933,0.019725000020116568
i_miniature,illumination,1,4,1->4,500,500,19,17,13,500,0.7647058823529411,0.026,45.29676028276454,0.6862745098039215,0.7647058823529411,0.47058823529411764,0.5882352941176471,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.009113900014199317,0.007154299993999302,0.0025314000668004155,0.018799600074999034
i_miniature,illumination,1,5,1->5,500,500,2,2,1,500,0.5,0.002,106.72296302943415,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.009113900014199317,0.0059065999230369925,0.0024074000539258122,0.01742789999116212
i_miniature,illumination,1,6,1->6,500,500,38,35,33,500,0.9428571428571428,0.066,0.5383392333144059,0.9333333333333332,0.9428571428571428,0.8,0.8857142857142857,0.9428571428571428,0.9714285714285714,1.0,1.0,0.009113900014199317,0.00762000004760921,0.0024094999535009265,0.019143400015309453
i_nescafe,illumination,1,2,1->2,500,500,232,225,224,500,0.9955555555555555,0.448,0.6179753618501639,0.9903703703703705,0.9955555555555555,0.9733333333333334,0.9866666666666667,0.9955555555555555,0.9955555555555555,0.9955555555555555,0.9955555555555555,0.006303400034084916,0.006604199996218085,0.0024147999938577414,0.015322400024160743
i_nescafe,illumination,1,3,1->3,500,500,253,242,241,500,0.9958677685950413,0.482,0.14442764661435412,0.9855371900826446,0.9958677685950413,0.9380165289256198,0.9793388429752066,0.9958677685950413,1.0,1.0,1.0,0.006303400034084916,0.007236699922941625,0.0023988999892026186,0.01593899994622916
i_nescafe,illumination,1,4,1->4,500,500,280,267,267,500,1.0,0.534,0.08213802222946223,0.9912609238451934,1.0,0.9588014981273408,0.9887640449438202,1.0,1.0,1.0,1.0,0.006303400034084916,0.00679020001552999,0.002445799997076392,0.015539400046691298
i_nescafe,illumination,1,5,1->5,500,500,143,134,131,500,0.9776119402985075,0.262,4.662732688059879,0.972636815920398,0.9776119402985075,0.9477611940298507,0.9626865671641791,0.9776119402985075,0.9776119402985075,0.9850746268656716,0.9850746268656716,0.006303400034084916,0.006137100048363209,0.0024827999295666814,0.014923300012014806
i_nescafe,illumination,1,6,1->6,500,500,164,154,149,500,0.9675324675324676,0.298,0.39300148258398726,0.9675324675324676,0.9675324675324676,0.9285714285714286,0.9545454545454546,0.9675324675324676,0.9805194805194806,0.987012987012987,0.987012987012987,0.006303400034084916,0.00789570005144924,0.0024455999955534935,0.01664470008108765
i_nijmegen,illumination,1,2,1->2,500,500,68,60,49,500,0.8166666666666667,0.098,19.577724155373648,0.6944444444444445,0.8166666666666667,0.06666666666666667,0.38333333333333336,0.8166666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.020241299993358552,0.01579370000399649,0.0025318999541923404,0.038566899951547384
i_nijmegen,illumination,1,3,1->3,500,500,113,99,84,500,0.8484848484848485,0.168,8.975399062807831,0.7407407407407408,0.8484848484848485,0.1111111111111111,0.5252525252525253,0.8484848484848485,0.9797979797979798,0.98989898989899,0.98989898989899,0.020241299993358552,0.018482099985703826,0.0026067999424412847,0.04133019992150366
i_nijmegen,illumination,1,4,1->4,500,500,11,9,7,500,0.7777777777777778,0.014,175.2432919891466,0.6296296296296297,0.7777777777777778,0.1111111111111111,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.020241299993358552,0.01353290001861751,0.002621200052089989,0.03639540006406605
i_nijmegen,illumination,1,5,1->5,500,500,114,99,87,500,0.8787878787878788,0.174,5.528771985131141,0.7710437710437711,0.8787878787878788,0.20202020202020202,0.6262626262626263,0.8787878787878788,0.9595959595959596,0.9797979797979798,0.9797979797979798,0.020241299993358552,0.015939699951559305,0.00240019999910146,0.03858119994401932
i_nijmegen,illumination,1,6,1->6,500,500,81,71,64,500,0.9014084507042254,0.128,22.736776687306,0.7816901408450705,0.9014084507042254,0.23943661971830985,0.7183098591549296,0.9014084507042254,0.9436619718309859,0.9436619718309859,0.9436619718309859,0.020241299993358552,0.01484000007621944,0.0023385999957099557,0.03741990006528795
i_nuts,illumination,1,2,1->2,500,500,44,40,33,500,0.825,0.066,11.806396501516522,0.8291666666666666,0.825,0.575,0.775,0.825,0.9,0.95,0.95,0.0038560000248253345,0.0037961999187245965,0.0023510000901296735,0.010003200033679605
i_nuts,illumination,1,3,1->3,500,500,13,9,5,500,0.5555555555555556,0.01,37.22869469321107,0.611111111111111,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.0038560000248253345,0.0038800000911578536,0.002206399920396507,0.009942400036379695
i_nuts,illumination,1,4,1->4,500,500,5,3,0,500,0.0,0.0,90.55060594558698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038560000248253345,0.004004499991424382,0.0022249999456107616,0.010085499961860478
i_nuts,illumination,1,5,1->5,500,500,9,5,0,500,0.0,0.0,194.56262185288506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038560000248253345,0.00397520000115037,0.0022680999245494604,0.010099299950525165
i_nuts,illumination,1,6,1->6,500,500,13,8,0,500,0.0,0.0,137.96572829114592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038560000248253345,0.003946500015445054,0.00227719999384135,0.010079700034111738
i_objects,illumination,1,2,1->2,500,500,52,50,41,500,0.82,0.082,19.48599247021516,0.7599999999999999,0.82,0.3,0.62,0.82,0.94,0.94,0.94,0.018172499956563115,0.01806199993006885,0.002340500010177493,0.03857499989680946
i_objects,illumination,1,3,1->3,500,500,16,16,12,500,0.75,0.024,96.92983285119568,0.6145833333333334,0.75,0.0,0.5,0.75,0.8125,0.8125,0.8125,0.018172499956563115,0.018074599909596145,0.0024583000922575593,0.03870539995841682
i_objects,illumination,1,4,1->4,500,500,22,21,16,500,0.7619047619047619,0.032,66.5028723067033,0.6031746031746031,0.7619047619047619,0.0,0.5238095238095238,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.8095238095238095,0.018172499956563115,0.01875990000553429,0.0024579999735578895,0.039390399935655296
