sequence,condition,reference_image,test_image,pair,reference_keypoints,test_keypoints,raw_ratio_matches,match_count,correct_matches,visible_reference,precision,recall,mean_error,mma_score,mma_at_3,mma_at_1,mma_at_2,mma_at_3,mma_at_5,mma_at_8,mma_at_10,reference_extract_s,test_extract_s,match_s,pair_total_s
i_bologna,illumination,1,2,1->2,455,500,95,81,72,455,0.8888888888888888,0.15824175824175823,3.2630975290366986,0.8580246913580246,0.8888888888888888,0.5925925925925926,0.8271604938271605,0.8888888888888888,0.9382716049382716,0.9506172839506173,0.9506172839506173,0.0031990999123081565,0.0036382999969646335,0.002112700021825731,0.00895009993109852
i_bologna,illumination,1,3,1->3,455,500,43,39,34,455,0.8717948717948718,0.07472527472527472,11.969749330349234,0.8290598290598291,0.8717948717948718,0.6153846153846154,0.8205128205128205,0.8717948717948718,0.8717948717948718,0.8974358974358975,0.8974358974358975,0.0031990999123081565,0.003957599983550608,0.0022681000409647822,0.009424799936823547
i_bologna,illumination,1,4,1->4,455,500,53,46,41,455,0.8913043478260869,0.09010989010989011,1.8675964243809084,0.858695652173913,0.8913043478260869,0.6521739130434783,0.8695652173913043,0.8913043478260869,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.0031990999123081565,0.004106199950911105,0.002140600001439452,0.009445899864658713
i_bologna,illumination,1,5,1->5,455,500,52,42,36,455,0.8571428571428571,0.07912087912087912,8.382560355982623,0.8174603174603176,0.8571428571428571,0.5238095238095238,0.8095238095238095,0.8571428571428571,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.0031990999123081565,0.004307699971832335,0.002118700067512691,0.009625499951653183
i_bologna,illumination,1,6,1->6,455,500,51,42,40,455,0.9523809523809523,0.08791208791208792,10.594675788640378,0.8650793650793651,0.9523809523809523,0.5476190476190477,0.8333333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.0031990999123081565,0.004570999997667968,0.005334299989044666,0.013104399899020791
i_books,illumination,1,2,1->2,500,500,353,339,333,500,0.9823008849557522,0.666,1.0195226755304823,0.9798426745329399,0.9823008849557522,0.9528023598820059,0.976401179941003,0.9823008849557522,0.9852507374631269,0.9911504424778761,0.9911504424778761,0.00569669995456934,0.0051908999448642135,0.002813400002196431,0.013700999901629984
i_books,illumination,1,3,1->3,500,500,100,80,76,500,0.95,0.152,3.9060078905311983,0.93125,0.95,0.85,0.9375,0.95,0.95,0.95,0.95,0.00569669995456934,0.006868100026622415,0.0024277999764308333,0.014992599957622588
i_books,illumination,1,4,1->4,500,500,196,174,170,500,0.9770114942528736,0.34,0.8387029530036523,0.9703065134099615,0.9770114942528736,0.9310344827586207,0.9712643678160919,0.9770114942528736,0.9770114942528736,0.9827586206896551,0.9827586206896551,0.00569669995456934,0.006653499905951321,0.002407900057733059,0.01475809991825372
i_books,illumination,1,5,1->5,500,500,292,272,267,500,0.9816176470588235,0.534,1.0788223240902288,0.9736519607843137,0.9816176470588235,0.9264705882352942,0.9705882352941176,0.9816176470588235,0.9852941176470589,0.9889705882352942,0.9889705882352942,0.00569669995456934,0.0063168000197038054,0.0025070999981835485,0.014520599972456694
i_books,illumination,1,6,1->6,500,500,343,331,328,500,0.9909365558912386,0.656,0.23894446529950875,0.9919436052366565,0.9909365558912386,0.9848942598187311,0.9879154078549849,0.9909365558912386,0.9939577039274925,0.9969788519637462,0.9969788519637462,0.00569669995456934,0.005451700068078935,0.0026706999633461237,0.013819099985994399
