sequence,condition,reference_image,test_image,pair,reference_keypoints,test_keypoints,raw_ratio_matches,match_count,correct_matches,visible_reference,precision,recall,mean_error,mma_score,mma_at_3,mma_at_1,mma_at_2,mma_at_3,mma_at_5,mma_at_8,mma_at_10,reference_extract_s,test_extract_s,match_s,pair_total_s
i_lionnight,illumination,1,5,1->5,2885,3118,568,536,490,2885,0.914179104477612,0.16984402079722705,5.909853933843859,0.7978855721393036,0.914179104477612,0.2332089552238806,0.8638059701492538,0.914179104477612,0.9253731343283582,0.9253731343283582,0.9253731343283582,0.0708156999971834,0.09285529999760911,0.08828369999901042,0.25195469999380293
i_lionnight,illumination,1,6,1->6,2885,3151,407,344,302,2885,0.877906976744186,0.1046793760831889,8.849213205548162,0.7461240310077519,0.877906976744186,0.14825581395348839,0.7761627906976745,0.877906976744186,0.8895348837209303,0.8924418604651163,0.8924418604651163,0.0708156999971834,0.11100550000264775,0.09313439999823458,0.27495559999806574
i_londonbridge,illumination,1,2,1->2,4038,4470,1809,1738,166,4038,0.09551208285385501,0.04110946012877662,9.03037810086111,0.5061373225930188,0.09551208285385501,0.0017261219792865361,0.023590333716915997,0.09551208285385501,0.9637514384349828,0.9752589182968929,0.9769850402761795,0.34665139999924577,0.4021671999980754,0.16342680000161636,0.9122453999989375
i_londonbridge,illumination,1,3,1->3,4038,7747,1131,1080,569,4038,0.5268518518518519,0.14091134224863794,19.942046878372995,0.5785493827160494,0.5268518518518519,0.005555555555555556,0.08981481481481482,0.5268518518518519,0.9425925925925925,0.950925925925926,0.9555555555555556,0.34665139999924577,0.4111367000004975,0.26866940000036266,1.026457500000106
i_londonbridge,illumination,1,4,1->4,4038,7661,989,946,214,4038,0.226215644820296,0.05299653293709757,19.269926844755016,0.48784355179704014,0.226215644820296,0.0010570824524312897,0.013742071881606765,0.226215644820296,0.8298097251585623,0.9260042283298098,0.9302325581395349,0.34665139999924577,0.4662377999993623,0.2821155000019644,1.0950047000005725
i_londonbridge,illumination,1,5,1->5,4038,4741,232,209,0,4038,0.0,0.0,105.50973593920116,0.26634768740031894,0.0,0.0,0.0,0.0,0.0,0.7990430622009569,0.7990430622009569,0.34665139999924577,0.4431626999976288,0.16822049999973387,0.9580345999966084
i_londonbridge,illumination,1,6,1->6,4038,8032,144,120,81,4038,0.675,0.020059435364041606,147.36283639425696,0.5597222222222223,0.675,0.016666666666666666,0.525,0.675,0.7083333333333334,0.7166666666666667,0.7166666666666667,0.34665139999924577,0.5224645999987843,0.27503920000162907,1.144155199999659
i_melon,illumination,1,2,1->2,1020,1137,605,589,574,1020,0.9745331069609507,0.5627450980392157,1.5430936617808821,0.9649122807017544,0.9745331069609507,0.8828522920203735,0.9575551782682513,0.9745331069609507,0.9881154499151104,0.9915110356536503,0.9949066213921901,0.19044690000009723,0.14054049999685958,0.011773900001571747,0.34276129999852856
i_melon,illumination,1,3,1->3,1020,1016,310,302,281,1020,0.9304635761589404,0.2754901960784314,3.789929060548502,0.9254966887417218,0.9304635761589404,0.8211920529801324,0.9039735099337748,0.9304635761589404,0.9536423841059603,0.9668874172185431,0.9768211920529801,0.19044690000009723,0.11612500000046566,0.013596000000688946,0.32016790000125184
i_melon,illumination,1,4,1->4,1020,783,41,38,29,1020,0.7631578947368421,0.028431372549019607,47.49425957408563,0.7324561403508771,0.7631578947368421,0.5789473684210527,0.6842105263157895,0.7631578947368421,0.7631578947368421,0.7894736842105263,0.8157894736842105,0.19044690000009723,0.10660519999873941,0.010082299999339739,0.3071343999981764
i_melon,illumination,1,5,1->5,1020,1153,313,304,290,1020,0.9539473684210527,0.28431372549019607,6.082068394598492,0.9265350877192983,0.9539473684210527,0.7828947368421053,0.9276315789473685,0.9539473684210527,0.9605263157894737,0.9671052631578947,0.9671052631578947,0.19044690000009723,0.13204290000066976,0.013195499999710592,0.3356853000004776
i_melon,illumination,1,6,1->6,1020,1018,223,215,201,1020,0.9348837209302325,0.19705882352941176,8.51670527868681,0.9193798449612403,0.9348837209302325,0.7906976744186046,0.9116279069767442,0.9348837209302325,0.9534883720930233,0.9627906976744186,0.9627906976744186,0.19044690000009723,0.15036350000082166,0.012606100000994047,0.35341650000191294
i_miniature,illumination,1,2,1->2,3755,3556,1453,1354,1284,3755,0.948301329394387,0.3419440745672437,3.3512134034439955,0.9362383062530775,0.948301329394387,0.8537666174298375,0.9350073855243722,0.948301329394387,0.9586410635155096,0.9608567208271788,0.9608567208271788,0.1786887000016577,0.10548639999979059,0.11546950000047218,0.3996446000019205
i_miniature,illumination,1,3,1->3,3755,2992,485,436,375,3755,0.8600917431192661,0.09986684420772303,19.658096166957627,0.8543577981651377,0.8600917431192661,0.7522935779816514,0.841743119266055,0.8600917431192661,0.8876146788990825,0.8922018348623854,0.8922018348623854,0.1786887000016577,0.13054659999761498,0.10884100000112085,0.41807630000039353
i_miniature,illumination,1,4,1->4,3755,2208,141,127,88,3755,0.6929133858267716,0.02343541944074567,74.7451211389926,0.6837270341207349,0.6929133858267716,0.6141732283464567,0.6692913385826772,0.6929133858267716,0.7086614173228346,0.7086614173228346,0.7086614173228346,0.1786887000016577,0.16626040000119247,0.08109960000001593,0.4260487000028661
i_miniature,illumination,1,5,1->5,3755,1285,97,82,47,3755,0.573170731707317,0.012516644474034621,123.28436270011242,0.5548780487804879,0.573170731707317,0.43902439024390244,0.5609756097560976,0.573170731707317,0.5853658536585366,0.5853658536585366,0.5853658536585366,0.1786887000016577,0.10009199999694829,0.05587970000124187,0.33466039999984787
i_miniature,illumination,1,6,1->6,3755,3012,461,425,375,3755,0.8823529411764706,0.09986684420772303,21.409591892019314,0.8611764705882353,0.8823529411764706,0.7623529411764706,0.8470588235294118,0.8823529411764706,0.8894117647058823,0.8917647058823529,0.8941176470588236,0.1786887000016577,0.17958079999880283,0.09873660000084783,0.45700610000130837
i_nescafe,illumination,1,2,1->2,1540,1756,624,609,589,1540,0.9671592775041051,0.38246753246753246,3.472137694838142,0.9688013136288999,0.9671592775041051,0.9490968801313628,0.9605911330049262,0.9671592775041051,0.9737274220032841,0.9802955665024631,0.9819376026272578,0.12083970000094268,0.1282234000027529,0.02628089999780059,0.27534400000149617
i_nescafe,illumination,1,3,1->3,1540,2191,659,646,632,1540,0.978328173374613,0.4103896103896104,1.6387107509473753,0.9785861713106296,0.978328173374613,0.958204334365325,0.9721362229102167,0.978328173374613,0.9829721362229102,0.9891640866873065,0.9907120743034056,0.12083970000094268,0.1241299000030267,0.0320408999978099,0.2770105000017793
i_nescafe,illumination,1,4,1->4,1540,1858,739,725,696,1540,0.96,0.45194805194805193,2.8461907696276874,0.9611494252873563,0.96,0.9241379310344827,0.9489655172413793,0.96,0.9724137931034482,0.9793103448275862,0.9820689655172414,0.12083970000094268,0.09000129999913042,0.031580299997585826,0.24242129999765893
i_nescafe,illumination,1,5,1->5,1540,1339,521,490,467,1540,0.9530612244897959,0.30324675324675326,6.3222696493266035,0.9479591836734693,0.9530612244897959,0.9102040816326531,0.9428571428571428,0.9530612244897959,0.9591836734693877,0.9612244897959183,0.9612244897959183,0.12083970000094268,0.11766459999853396,0.020862299999862444,0.2593665999993391
i_nescafe,illumination,1,6,1->6,1540,2430,520,505,495,1540,0.9801980198019802,0.32142857142857145,2.6161535134988947,0.9818481848184818,0.9801980198019802,0.9742574257425742,0.9762376237623762,0.9801980198019802,0.9841584158415841,0.9881188118811881,0.9881188118811881,0.12083970000094268,0.11214980000295327,0.03914009999789414,0.2721296000017901
i_nijmegen,illumination,1,2,1->2,6811,5119,1071,1005,828,6811,0.8238805970149253,0.1215680516811041,20.053092754714065,0.6567164179104478,0.8238805970149253,0.01691542288557214,0.3253731343283582,0.8238805970149253,0.9104477611940298,0.9313432835820895,0.9323383084577115,0.3511119999966468,0.28441899999961606,0.2937768000010692,0.929307799997332
i_nijmegen,illumination,1,3,1->3,6811,7119,1488,1428,1263,6811,0.884453781512605,0.18543532520922038,12.792792261260507,0.725140056022409,0.884453781512605,0.0392156862745098,0.6008403361344538,0.884453781512605,0.9313725490196079,0.946078431372549,0.9488795518207283,0.3511119999966468,0.39458190000004834,0.4339881999985664,1.1796820999952615
i_nijmegen,illumination,1,4,1->4,6811,2561,160,101,57,6811,0.5643564356435643,0.008368815151960064,194.47807199747402,0.5462046204620462,0.5643564356435643,0.36633663366336633,0.5445544554455446,0.5643564356435643,0.5841584158415841,0.6039603960396039,0.6138613861386139,0.3511119999966468,0.43039730000236887,0.15133649999916088,0.9328457999981765
i_nijmegen,illumination,1,5,1->5,6811,5584,1312,1234,1070,6811,0.86709886547812,0.15709881074732052,16.564681038347082,0.7289303079416531,0.86709886547812,0.08833063209076175,0.6393841166936791,0.86709886547812,0.9116693679092382,0.9311183144246353,0.9359805510534847,0.3511119999966468,0.400306499999715,0.3257060999967507,1.0771245999931125
i_nijmegen,illumination,1,6,1->6,6811,5017,867,797,695,6811,0.8720200752823086,0.10204081632653061,21.13928177538902,0.7561689669594313,0.8720200752823086,0.12923462986198245,0.7628607277289837,0.8720200752823086,0.9134253450439147,0.9272271016311167,0.9322459222082811,0.3511119999966468,0.38181230000191135,0.3223479000007501,1.0552721999993082
i_nuts,illumination,1,2,1->2,461,451,113,110,85,461,0.7727272727272727,0.1843817787418655,9.4814028620604,0.7666666666666667,0.7727272727272727,0.5818181818181818,0.7,0.7727272727272727,0.8,0.8454545454545455,0.9,0.08411019999766722,0.12755399999878136,0.0037952000020595733,0.21545939999850816
i_nuts,illumination,1,3,1->3,461,477,34,33,24,461,0.7272727272727273,0.052060737527114966,19.041017148655044,0.7272727272727274,0.7272727272727273,0.6666666666666666,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7878787878787878,0.08411019999766722,0.05559079999875394,0.003187500002240995,0.14288849999866216
i_nuts,illumination,1,4,1->4,461,552,10,9,5,461,0.5555555555555556,0.010845986984815618,101.0119126434102,0.5370370370370371,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.08411019999766722,0.06191639999815379,0.0034474999993108213,0.14947409999513184
i_nuts,illumination,1,5,1->5,461,569,14,10,2,461,0.2,0.004338394793926247,136.7329692179248,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.08411019999766722,0.08240719999957946,0.004606200000125682,0.17112359999737237
i_nuts,illumination,1,6,1->6,461,546,5,5,1,461,0.2,0.0021691973969631237,127.728165103198,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.08411019999766722,0.052143299999443116,0.004017700000986224,0.14027119999809656
i_objects,illumination,1,2,1->2,7466,7621,1333,1277,1150,7466,0.9005481597494127,0.15403160996517545,21.92805891193989,0.7618115374575828,0.9005481597494127,0.07361002349256068,0.7846515270164448,0.9005481597494127,0.9271730618637432,0.9389193422083008,0.9459671104150352,0.21681360000002314,0.1905628999993496,0.6093352999996569,1.0167117999990296
i_objects,illumination,1,3,1->3,7466,7657,983,954,850,7466,0.8909853249475891,0.11384945084382535,28.298311470448844,0.757162823200559,0.8909853249475891,0.051362683438155136,0.8459119496855346,0.8909853249475891,0.9119496855345912,0.9182389937106918,0.9245283018867925,0.21681360000002314,0.27971419999812497,0.5353357999993023,1.0318635999974504
i_objects,illumination,1,4,1->4,7466,7404,505,475,407,7466,0.8568421052631578,0.05451379587463166,45.269211907324056,0.7256140350877193,0.8568421052631578,0.023157894736842106,0.8315789473684211,0.8568421052631578,0.8673684210526316,0.8842105263157894,0.8905263157894737,0.21681360000002314,0.3333576999975776,0.46982869999919785,1.0199999999967986
i_objects,illumination,1,5,1->5,7466,7133,597,570,495,7466,0.868421052631579,0.0663005625502277,39.52447465055954,0.7362573099415205,0.868421052631579,0.02280701754385965,0.856140350877193,0.868421052631579,0.8824561403508772,0.8929824561403509,0.8947368421052632,0.21681360000002314,0.38967649999904097,0.4720342000000528,1.078524299999117
i_objects,illumination,1,6,1->6,7466,7902,2439,2385,2285,7466,0.9580712788259959,0.3060541119742834,6.6405737635657545,0.9428371767994411,0.9580712788259959,0.8419287211740042,0.9316561844863732,0.9580712788259959,0.970230607966457,0.9765199161425576,0.9786163522012579,0.21681360000002314,0.3259342999990622,0.5150417999975616,1.057789699996647
i_parking,illumination,1,2,1->2,970,1001,251,244,222,970,0.9098360655737705,0.2288659793814433,8.186098378802564,0.9036885245901639,0.9098360655737705,0.7581967213114754,0.889344262295082,0.9098360655737705,0.9467213114754098,0.9590163934426229,0.9590163934426229,0.11547319999954198,0.12254209999809973,0.013519500000256812,0.2515347999978985
i_parking,illumination,1,3,1->3,970,1153,222,213,198,970,0.9295774647887324,0.20412371134020618,5.586648863624124,0.915492957746479,0.9295774647887324,0.7746478873239436,0.9014084507042254,0.9295774647887324,0.9577464788732394,0.9624413145539906,0.9671361502347418,0.11547319999954198,0.07598590000270633,0.012425600001733983,0.2038847000039823
i_parking,illumination,1,4,1->4,970,1025,112,105,87,970,0.8285714285714286,0.08969072164948454,14.868738894124649,0.7412698412698413,0.8285714285714286,0.2,0.7047619047619048,0.8285714285714286,0.8857142857142857,0.9142857142857143,0.9142857142857143,0.11547319999954198,0.06725999999980559,0.010582200000499142,0.1933153999998467
i_parking,illumination,1,5,1->5,970,1459,81,76,67,970,0.881578947368421,0.06907216494845361,17.377610964461034,0.7850877192982456,0.881578947368421,0.23684210526315788,0.8157894736842105,0.881578947368421,0.9078947368421053,0.9342105263157895,0.9342105263157895,0.11547319999954198,0.05324749999999767,0.013789300002827076,0.18251000000236672
i_parking,illumination,1,6,1->6,970,916,125,119,108,970,0.907563025210084,0.11134020618556702,6.366029373349229,0.8277310924369748,0.907563025210084,0.42016806722689076,0.8403361344537815,0.907563025210084,0.9243697478991597,0.9327731092436975,0.9411764705882353,0.11547319999954198,0.05065470000045025,0.00969710000208579,0.175825000002078
i_partyfood,illumination,1,2,1->2,975,909,704,680,674,975,0.9911764705882353,0.6912820512820513,0.5393843352540467,0.9887254901960785,0.9911764705882353,0.9647058823529412,0.986764705882353,0.9911764705882353,0.9955882352941177,0.9970588235294118,0.9970588235294118,0.16899090000151773,0.22131609999996726,0.009599100001651095,0.3999061000031361
i_partyfood,illumination,1,3,1->3,975,802,508,478,473,975,0.9895397489539749,0.48512820512820515,2.0844412908899743,0.9843096234309624,0.9895397489539749,0.9476987447698745,0.9874476987447699,0.9895397489539749,0.9937238493723849,0.9937238493723849,0.9937238493723849,0.16899090000151773,0.16072390000044834,0.009627600000385428,0.3393424000023515
i_partyfood,illumination,1,4,1->4,975,720,397,371,357,975,0.9622641509433962,0.36615384615384616,4.408358912786952,0.959568733153639,0.9622641509433962,0.9191374663072777,0.9568733153638814,0.9622641509433962,0.9730458221024259,0.9730458221024259,0.9730458221024259,0.16899090000151773,0.16304479999962496,0.009121700000832789,0.3411574000019755
i_partyfood,illumination,1,5,1->5,975,685,362,330,324,975,0.9818181818181818,0.3323076923076923,3.2301740049962766,0.9636363636363637,0.9818181818181818,0.8636363636363636,0.9727272727272728,0.9818181818181818,0.9878787878787879,0.9878787878787879,0.9878787878787879,0.16899090000151773,0.18640600000071572,0.008999199999379925,0.3643961000016134
i_partyfood,illumination,1,6,1->6,975,632,291,272,257,975,0.9448529411764706,0.2635897435897436,14.19640969640878,0.9307598039215685,0.9448529411764706,0.8566176470588235,0.9375,0.9448529411764706,0.9485294117647058,0.9485294117647058,0.9485294117647058,0.16899090000151773,0.1969293000001926,0.007468200001312653,0.373388400003023
i_pencils,illumination,1,2,1->2,3323,4439,227,206,121,3323,0.587378640776699,0.03641287992777611,126.45702851708727,0.5954692556634303,0.587378640776699,0.30097087378640774,0.5194174757281553,0.587378640776699,0.6941747572815534,0.7281553398058253,0.7427184466019418,0.6877978000011353,0.5504790999984834,0.12599989999944228,1.364276799999061
i_pencils,illumination,1,3,1->3,3323,4380,130,114,1,3323,0.008771929824561403,0.0003009328919650918,321.71042389276363,0.07748538011695906,0.008771929824561403,0.0,0.0,0.008771929824561403,0.03508771929824561,0.07017543859649122,0.3508771929824561,0.6877978000011353,0.6465195000018866,0.12735740000061924,1.4616747000036412
i_pencils,illumination,1,4,1->4,3323,3639,250,230,0,3323,0.0,0.0,134.46644379736279,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,0.3869565217391304,0.6877978000011353,0.5057549000011932,0.10594470000069123,1.2994974000030197
i_pencils,illumination,1,5,1->5,3323,5020,146,127,61,3323,0.48031496062992124,0.0183569064098706,238.1118085299921,0.42782152230971127,0.48031496062992124,0.015748031496062992,0.33858267716535434,0.48031496062992124,0.5354330708661418,0.5905511811023622,0.6062992125984252,0.6877978000011353,0.5885500000003958,0.15330199999880278,1.429649800000334
i_pencils,illumination,1,6,1->6,3323,5230,150,135,66,3323,0.4888888888888889,0.019861570869696057,201.58668141436672,0.4283950617283951,0.4888888888888889,0.022222222222222223,0.14814814814814814,0.4888888888888889,0.5777777777777777,0.6518518518518519,0.6814814814814815,0.6877978000011353,0.6810141999994812,0.14735550000114017,1.5161675000017567
i_pinard,illumination,1,2,1->2,943,688,332,318,300,943,0.9433962264150944,0.3181336161187699,3.768426674391177,0.9439203354297693,0.9433962264150944,0.8742138364779874,0.9371069182389937,0.9433962264150944,0.9654088050314465,0.9685534591194969,0.9748427672955975,0.13733339999816963,0.12628380000023753,0.013497600000846433,0.2771147999992536
i_pinard,illumination,1,3,1->3,943,1323,300,293,287,943,0.9795221843003413,0.30434782608695654,3.2882917981899396,0.969283276450512,0.9795221843003413,0.9249146757679181,0.9726962457337884,0.9795221843003413,0.9795221843003413,0.9795221843003413,0.9795221843003413,0.13733339999816963,0.13618379999752506,0.014330999998492189,0.28784819999418687
i_pinard,illumination,1,4,1->4,943,1297,357,347,331,943,0.9538904899135446,0.35100742311770944,7.578669662545962,0.9442843419788666,0.9538904899135446,0.8847262247838616,0.9423631123919308,0.9538904899135446,0.9596541786743515,0.962536023054755,0.962536023054755,0.13733339999816963,0.09512890000041807,0.012783199999830686,0.24524549999841838
i_pinard,illumination,1,5,1->5,943,1164,374,363,346,943,0.953168044077135,0.3669141039236479,3.771112833077674,0.9504132231404959,0.953168044077135,0.9146005509641874,0.9421487603305785,0.953168044077135,0.9614325068870524,0.9641873278236914,0.9669421487603306,0.13733339999816963,0.16260610000244924,0.011697100002493244,0.3116366000031121
i_pinard,illumination,1,6,1->6,943,948,327,316,295,943,0.9335443037974683,0.31283138918345704,4.220512005417011,0.9361814345991561,0.9335443037974683,0.8860759493670886,0.9208860759493671,0.9335443037974683,0.9462025316455697,0.9620253164556962,0.9683544303797469,0.13733339999816963,0.09078690000023926,0.010933199999271892,0.23905349999768077
i_pool,illumination,1,2,1->2,1667,259,37,21,5,1667,0.23809523809523808,0.002999400119976005,282.24158195687994,0.23015873015873015,0.23809523809523808,0.19047619047619047,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.1633094999997411,0.09441719999813358,0.006236400000489084,0.26396309999836376
i_pool,illumination,1,3,1->3,1667,183,15,4,1,1667,0.25,0.0005998800239952009,310.39733421676624,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.1633094999997411,0.13416489999872283,0.005105099997308571,0.3025794999957725
i_pool,illumination,1,4,1->4,1667,234,25,11,1,1667,0.09090909090909091,0.0005998800239952009,320.4461667348109,0.09090909090909093,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.1633094999997411,0.09554919999936828,0.005961899998510489,0.26482059999761987
i_pool,illumination,1,5,1->5,1667,220,44,17,6,1667,0.35294117647058826,0.003599280143971206,267.8088601902438,0.29411764705882354,0.35294117647058826,0.17647058823529413,0.17647058823529413,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.1633094999997411,0.16093760000148905,0.007683499999984633,0.33193060000121477
i_pool,illumination,1,6,1->6,1667,199,17,10,2,1667,0.2,0.0011997600479904018,338.21395645018026,0.18333333333333332,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1633094999997411,0.11385479999808013,0.005259099998511374,0.2824233999963326
i_porta,illumination,1,2,1->2,1225,1162,281,260,227,1225,0.8730769230769231,0.1853061224489796,8.223173989666318,0.8634615384615385,0.8730769230769231,0.7269230769230769,0.8538461538461538,0.8730769230769231,0.8884615384615384,0.9153846153846154,0.9230769230769231,0.05244189999939408,0.06010260000039125,0.014713500000652857,0.1272580000004382
i_porta,illumination,1,3,1->3,1225,1238,298,273,238,1225,0.8717948717948718,0.19428571428571428,13.881485098921829,0.8449328449328449,0.8717948717948718,0.7032967032967034,0.8388278388278388,0.8717948717948718,0.8827838827838828,0.8864468864468864,0.8864468864468864,0.05244189999939408,0.07319169999755104,0.015769500001624692,0.14140309999856981
i_porta,illumination,1,4,1->4,1225,1169,196,170,139,1225,0.8176470588235294,0.11346938775510204,17.367515294577565,0.8127450980392158,0.8176470588235294,0.6470588235294118,0.7941176470588235,0.8176470588235294,0.8529411764705882,0.8647058823529412,0.9,0.05244189999939408,0.05369559999962803,0.015696099999331636,0.12183359999835375
i_porta,illumination,1,5,1->5,1225,738,124,107,89,1225,0.8317757009345794,0.07265306122448979,39.929126288060544,0.7834890965732085,0.8317757009345794,0.5981308411214953,0.7757009345794392,0.8317757009345794,0.8317757009345794,0.8317757009345794,0.8317757009345794,0.05244189999939408,0.06068569999843021,0.011075000002165325,0.12420259999998962
i_porta,illumination,1,6,1->6,1225,2411,113,103,87,1225,0.8446601941747572,0.07102040816326531,35.58031639663928,0.8203883495145631,0.8446601941747572,0.7184466019417476,0.8252427184466019,0.8446601941747572,0.8446601941747572,0.8446601941747572,0.8446601941747572,0.05244189999939408,0.07031529999949271,0.029482399997505127,0.15223959999639192
i_resort,illumination,1,2,1->2,3539,5488,775,751,705,3539,0.9387483355525965,0.19920881604973156,7.260890871209772,0.9303151353750555,0.9387483355525965,0.8402130492676432,0.9280958721704394,0.9387483355525965,0.952063914780293,0.9587217043941412,0.9640479360852197,0.1675857999980508,0.2168466000002809,0.1725849999966158,0.5570173999949475
i_resort,illumination,1,3,1->3,3539,4041,1740,1704,1665,3539,0.977112676056338,0.47047188471319584,2.75204249474999,0.9725156494522692,0.977112676056338,0.9401408450704225,0.9741784037558685,0.977112676056338,0.9806338028169014,0.9812206572769953,0.9818075117370892,0.1675857999980508,0.23822809999910532,0.13096149999910267,0.5367753999962588
i_resort,illumination,1,4,1->4,3539,3491,1457,1420,1388,3539,0.9774647887323944,0.3922011867759254,3.928089141233491,0.9718309859154929,0.9774647887323944,0.9408450704225352,0.9704225352112676,0.9774647887323944,0.9795774647887324,0.9809859154929578,0.9816901408450704,0.1675857999980508,0.30537660000118194,0.11066509999727714,0.5836274999965099
i_resort,illumination,1,5,1->5,3539,4491,571,555,522,3539,0.9405405405405406,0.1474992935857587,11.879429464757333,0.9180180180180181,0.9405405405405406,0.7621621621621621,0.9063063063063063,0.9405405405405406,0.963963963963964,0.9675675675675676,0.9675675675675676,0.1675857999980508,0.2066092999993998,0.13639250000051106,0.5105875999979617
i_resort,illumination,1,6,1->6,3539,3508,973,939,886,3539,0.9435569755058573,0.25035320712065556,5.99971695732667,0.8056443024494143,0.9435569755058573,0.18317358892438765,0.7997870074547391,0.9435569755058573,0.9616613418530351,0.972310969116081,0.9733759318423855,0.1675857999980508,0.2291988000033598,0.11031920000095852,0.5071038000023691
i_salon,illumination,1,2,1->2,5083,4587,1938,1804,1678,5083,0.9301552106430155,0.33012000786936846,4.927421502028738,0.918329637841833,0.9301552106430155,0.835920177383592,0.905210643015521,0.9301552106430155,0.9412416851441242,0.9478935698447893,0.9495565410199557,0.13886779999666032,0.13425240000287886,0.20872189999863622,0.4818420999981754
i_salon,illumination,1,3,1->3,5083,3734,607,546,451,5083,0.826007326007326,0.08872712964784576,22.3147543598328,0.817155067155067,0.826007326007326,0.7289377289377289,0.793040293040293,0.826007326007326,0.8406593406593407,0.8553113553113553,0.8589743589743589,0.13886779999666032,0.15498419999858015,0.1740228999988176,0.46787489999405807
i_salon,illumination,1,4,1->4,5083,2715,178,151,105,5083,0.695364238410596,0.020657092268345466,66.71027603547718,0.6931567328918322,0.695364238410596,0.6158940397350994,0.6754966887417219,0.695364238410596,0.7152317880794702,0.7284768211920529,0.7284768211920529,0.13886779999666032,0.14591419999851496,0.12918960000024526,0.41397159999542055
i_salon,illumination,1,5,1->5,5083,5046,1092,986,899,5083,0.9117647058823529,0.17686405665945307,10.877991143046234,0.9007775524002705,0.9117647058823529,0.808316430020284,0.8935091277890467,0.9117647058823529,0.9249492900608519,0.9310344827586207,0.9350912778904665,0.13886779999666032,0.15357210000001942,0.23678500000096392,0.5292248999976437
i_salon,illumination,1,6,1->6,5083,4407,507,416,348,5083,0.8365384615384616,0.06846350580365926,18.368365272904857,0.8209134615384616,0.8365384615384616,0.6923076923076923,0.8149038461538461,0.8365384615384616,0.8533653846153846,0.8605769230769231,0.8677884615384616,0.13886779999666032,0.1847397000019555,0.19752650000009453,0.5211339999987104
i_santuario,illumination,1,2,1->2,4378,4331,820,770,620,4378,0.8051948051948052,0.1416171767930562,18.45519513734993,0.6199134199134199,0.8051948051948052,0.006493506493506494,0.14675324675324675,0.8051948051948052,0.9116883116883117,0.922077922077922,0.9272727272727272,0.19348940000054426,0.13286840000000666,0.16305220000140253,0.48941000000195345
i_santuario,illumination,1,3,1->3,4378,4420,794,749,491,4378,0.6555407209612817,0.11215166742804934,16.173472103809402,0.5683133066310636,0.6555407209612817,0.0026702269692923898,0.04005340453938585,0.6555407209612817,0.8945260347129506,0.9052069425901201,0.9118825100133512,0.19348940000054426,0.1975072999994154,0.1708011999980954,0.5617978999980551
i_santuario,illumination,1,4,1->4,4378,3778,511,464,132,4378,0.28448275862068967,0.03015075376884422,37.120873006883386,0.4780890804597701,0.28448275862068967,0.0,0.010775862068965518,0.28448275862068967,0.8405172413793104,0.8620689655172413,0.8706896551724138,0.19348940000054426,0.16876219999903697,0.14684739999938756,0.5090989999989688
i_santuario,illumination,1,5,1->5,4378,4633,652,587,497,4378,0.8466780238500852,0.11352215623572408,33.521884433275474,0.8245315161839865,0.8466780238500852,0.6712095400340715,0.8330494037478705,0.8466780238500852,0.858603066439523,0.8654173764906303,0.8722316865417377,0.19348940000054426,0.18537660000220058,0.17643360000147368,0.5552996000042185
i_santuario,illumination,1,6,1->6,4378,3301,410,365,281,4378,0.7698630136986301,0.06418455915943354,49.22706835042928,0.6484018264840183,0.7698630136986301,0.043835616438356165,0.6164383561643836,0.7698630136986301,0.8027397260273973,0.8246575342465754,0.8328767123287671,0.19348940000054426,0.23702050000065356,0.127415299997665,0.5579251999988628
i_school,illumination,1,2,1->2,1197,2100,480,469,454,1197,0.9680170575692963,0.379281537176274,4.525303835590811,0.9541577825159915,0.9680170575692963,0.8742004264392325,0.9573560767590619,0.9680170575692963,0.9722814498933902,0.976545842217484,0.976545842217484,0.0929333999993105,0.07046769999942626,0.026121800001419615,0.18952290000015637
i_school,illumination,1,3,1->3,1197,1705,476,464,449,1197,0.9676724137931034,0.37510442773600666,2.760975768931929,0.9540229885057471,0.9676724137931034,0.8814655172413793,0.9504310344827587,0.9676724137931034,0.9741379310344828,0.9741379310344828,0.9762931034482759,0.0929333999993105,0.06089909999718657,0.02204130000245641,0.17587379999895347
i_school,illumination,1,4,1->4,1197,1636,185,175,159,1197,0.9085714285714286,0.13283208020050125,14.177877656300018,0.859047619047619,0.9085714285714286,0.5657142857142857,0.8742857142857143,0.9085714285714286,0.9314285714285714,0.9371428571428572,0.9371428571428572,0.0929333999993105,0.07763189999968745,0.018885399997088825,0.18945069999608677
